SampleID,TA,Mass,Sample.Index
junk,2267.647233,60.2446,1
D_9_1_BC,2112.656076,59.8678,2
D_9_2_BC,2108.96894,60.0107,3
D_9_2_BC2,2107.982647,59.9192,4
D_9_3_BC,2062.276275,59.9293,5
D_9_4_BC,2084.912519,60.2922,6
D_9_5_BC,2086.308144,59.9669,7
N_9_1_BC,2052.51819,59.9546,8
N_9_2_BC,2146.030386,59.8975,9
N_9_3_BC,2222.410084,59.9857,10
N_9_4_BC,2285.824025,60.1162,11
D_9_1_AI,2186.323687,59.8851,12
D_9_2_AI,2109.200362,59.9534,13
D_9_3_AI,2143.193873,60.1905,14
D_9_4_AI,2147.906714,59.946,15
N_9_1_AI,2179.377445,59.9904,16
N_9_2_AI,2169.548913,59.9004,17
N_9_3_AI,2205.002586,60.049,18
N_9_4_AI,2237.308337,60.1227,19
D_10_1_BC,2123.797617,59.8934,20
D_10_2_BC,2121.652336,59.9564,21
D_10_3_BC,2097.713056,59.9467,22
D_10_4_BC,2047.389211,60.2042,23
D_10_5_BC,2085.86574,60.133,24
N_10_1_BC,2083.576924,60.1336,25
N_10_2_BC,2160.572112,59.9198,26
N_10_3_BC,2243.37491,59.9654,27
N_10_4_BC,2304.472161,59.9799,28
D_10_1_AI,2196.198872,59.9836,29
D_10_2_AI,2168.818937,60.1807,30
D_10_3_AI,2108.033677,60.1321,31
D_10_4_AI,2112.238578,60.0215,32
N_10_1_AI,2228.747908,60.0026,33
N_10_2_AI,2227.996746,60.0096,34
N_10_3_AI,2264.171471,59.9483,35
N_10_4_AI,2307.452936,60.0156,36
